CONTRATO;CODIGO;DESEMBOLSO;SALDO_REAL;MONTO_CUOTA;NUMERO_CUOTAS;CUOTAS_PAGADAS;CUOTAS_PENDIENTES;TASA;FECHA_ALTA;FECHA_VENCIMIENTO;COD_PRODUCTO
707922;569212538968;42000;40582;898;59;3;56;17,5;14/10/2010;06/10/2015;P001
710596;469229471301;42629;39005;1041;58;8;50;16;06/05/2010;01/05/2015;V001
712354;269211277857;145000;60297;756;240;116;124;9,5;28/06/2001;28/06/2021;H001
714129;169225171271;2650;2396;172;18;2;16;21,9;01/12/2010;04/06/2012;P001
698797;269211277857;43500;43500;1501;36;0;36;15,5;22/02/2011;24/02/2014;P001
710501;269228201291;20706;16750;382;59;14;45;9,45;20/11/2009;10/11/2014;V001
697533;569054535695;20000;9906;393;60;35;25;14;12/03/2008;15/03/2013;P001
706315;869214855155;61914;61914;63159;1;0;1;26;19/11/2010;30/06/2011;C001
701501;69077000080;29435;7786;580;60;46;14;6,9;27/04/2007;27/04/2012;V001
713022;269217298968;31419;23652;358;180;67;113;11,5;08/07/2005;31/07/2020;H002
713023;269217298968;7830;5974;553;30;11;19;11,5;08/07/2005;31/07/2020;H002
702743;269215225505;6500;6500;0;1;0;1;39,5;05/11/2010;30/05/2011;C002
700787;669211664134;13356;13356;482;59;1;58;41,35;17/01/2011;04/01/2016;P001
703635;769228716376;1000;1000;102;11;0;11;21,9;18/02/2011;14/02/2012;P001
706862;569118538548;50000;46342;1136;60;6;54;13,5;16/08/2010;17/08/2015;H001
706834;569118538548;60000;43432;1569;60;24;36;20,9;26/02/2009;26/02/2014;P001
706841;569118538548;44283;35351;1036;60;16;44;14,99;29/10/2009;29/10/2014;V001
711731;469214407407;4250;1789;151;36;23;13;17;27/02/2009;17/03/2012;P001
699394;869221813743;20000;18991;864;30;3;27;22,9;29/11/2010;30/05/2013;P001
708227;469002484604;214600;205767;2196;180;16;164;9,4;21/10/2009;30/10/2024;H001
701216;969214983563;21131;9574;374;60;36;24;9;11/02/2008;15/02/2013;V001
707990;469227409139;7750;5145;269;36;14;22;15,99;04/12/2009;05/12/2012;P001
709621;869216873243;5500;4388;337;18;4;14;11,9;07/10/2010;30/04/2012;P001
711741;269203268288;7000;2930;247;36;23;13;17;12/03/2009;17/03/2012;P001
714295;369218346036;1120;492;103;12;11;1;20;06/03/2008;17/03/2009;P001
700994;469223436906;5100;3749;295;17;5;12;18,9;19/08/2010;20/02/2012;P001
703563;469221482542;15000;12445;439;48;11;37;19;18/03/2010;20/03/2014;P001
708307;169017122252;139338;127470;1208;180;29;151;9,2;03/09/2008;30/09/2023;H001
702230;969123933423;39440;15573;545;120;83;37;11,5;05/03/2004;31/03/2014;H002
702231;969123933423;9860;4376;844;20;13;7;11,5;05/03/2004;31/03/2014;H002
705099;869152878618;5500;5069;204;36;5;31;20,9;18/09/2010;30/09/2013;P001
712143;269217284464;5250;4091;150;48;14;34;17;23/11/2009;17/12/2013;P001
699514;469129493753;24000;19570;833;36;8;28;15,9;17/06/2010;27/06/2013;P001
698203;669217687767;100000;69725;1708;60;3;57;15,5;24/11/2010;30/11/2015;P001
705195;369213347307;8000;5006;376;26;11;15;19,9;25/02/2010;15/05/2012;P001
712532;169072199469;84390;25297;419;180;95;85;10,5;05/03/2003;05/03/2018;H001
712629;769201702422;21750;2007;346;96;90;6;11,75;07/08/2003;10/08/2011;H001
704734;69208046826;70000;56922;977;120;35;85;11,75;19/03/2008;31/03/2018;H001
710536;769231754584;36961;31879;903;58;11;47;16;28/01/2010;04/01/2015;V001
710373;469229459079;21302;9528;738;35;21;14;13,99;30/04/2009;28/04/2012;V001
713091;269039287727;131312;75739;1440;120;65;55;9,5;30/09/2005;30/09/2015;H001
697777;969212930620;10000;336;343;48;47;1;30;06/03/2007;06/03/2011;P001
703641;769216774554;60175;20950;1453;59;43;16;16;19/06/2007;08/06/2012;V001
703647;769216774554;58000;25958;1748;47;30;17;20;30/07/2008;10/07/2012;C001
707422;769093713973;60000;37496;6720;10;6;4;28;31/07/2007;31/05/2008;C001
707975;69029007017;61438;56517;749;180;35;145;12,9;14/03/2008;14/03/2023;H003
707976;69029007017;10800;9678;814;30;5;25;12,9;14/03/2008;14/03/2023;H003
708890;969216978108;650;86;22;36;32;4;15;05/06/2008;30/06/2011;P001
710300;769216778618;9630;4875;200;47;26;21;6,9;05/12/2008;01/12/2012;V001
712197;769214742912;7000;5562;200;48;13;35;17;31/12/2009;17/01/2014;P001
714584;269202297517;2900;1035;270;12;12;0;23;01/03/2005;01/03/2006;P001
697602;769234797887;10000;8606;509;24;5;19;21,5;29/09/2010;01/10/2012;P001
702428;969211951801;9000;7285;582;18;4;14;19,5;07/10/2010;30/04/2012;P001
702262;869221859169;96000;71522;1309;119;44;75;11;30/05/2007;10/05/2017;H001
710618;869044837077;14935;11904;495;35;8;27;10,49;31/05/2010;15/05/2013;V001
711432;169224179849;5000;1352;146;48;38;10;18;21/11/2007;17/12/2011;P001
701380;769018790490;2661;1890;112;23;7;16;9;24/06/2010;15/06/2012;P001
701316;769018790490;42000;22594;712;48;17;31;10;09/09/2009;30/09/2013;P001
704785;369213312542;20000;4332;306;35;19;16;18,9;23/06/2009;17/06/2012;P001
714577;569204596936;9250;8005;345;35;6;29;20,15;22/07/2010;02/07/2013;P001
698356;969231919709;1650;852;84;23;12;11;16,9;28/01/2010;20/01/2012;P001
702811;69228022122;5000;223;227;23;23;0;22,9;21/02/2009;03/02/2011;P001
711077;69212076006;8100;7757;294;36;2;34;19,5;29/12/2010;30/12/2013;P001
700116;669209613653;101500;87296;1102;180;48;132;10,5;01/02/2007;28/02/2022;H001
700125;669209613653;49735;19572;1063;59;39;20;10;17/10/2007;15/10/2012;V001
714350;869102843683;4500;4212;266;24;16;8;42,58;18/06/1997;08/06/1999;P001
697572;369232350290;204850;192278;2519;120;11;109;8,5;31/03/2010;31/03/2020;H001
700161;669209613653;40000;36657;936;60;7;53;15;12/07/2010;30/07/2015;P001
703585;169231173133;10000;8418;373;35;7;28;20,15;09/06/2010;07/06/2013;P001
707071;469095480920;7000;5728;340;24;5;19;15,5;13/09/2010;24/09/2012;P001
705105;869207840670;60000;58368;1420;59;3;56;14,5;29/10/2010;22/10/2015;P001
707231;269202274984;7000;2513;248;36;28;8;17,5;13/06/2008;30/06/2011;P001
710491;269231296536;33343;28723;814;58;13;45;16;09/11/2009;03/11/2014;V001
708469;769219755445;40502;36678;845;60;7;53;9,49;30/07/2010;30/07/2015;V001
713368;369209365205;76500;12647;405;92;56;36;9,75;26/06/2006;28/02/2014;H001
712991;769201723263;162400;54607;1468;112;68;44;9,5;03/06/2005;30/10/2014;H001
699159;369209365205;3499;577;84;48;41;7;7,5;20/09/2007;20/09/2011;P001
704616;869222883913;2000;1535;185;12;6;6;21;14/02/2008;28/02/2009;P001
701010;869206833523;3000;2532;205;17;2;15;21,9;30/11/2010;02/05/2012;P001
704620;969210941241;82500;78085;969;179;24;155;12;12/02/2009;01/02/2024;H001
702834;969096980190;159500;70313;2797;84;56;28;12,25;27/06/2006;30/06/2013;H001
703748;569234534704;700000;678161;13825;72;4;68;12,9;29/10/2010;31/10/2016;C001
712809;669209654014;81200;60021;881;180;78;102;10,5;20/08/2004;20/08/2019;H001
698793;269227237797;6050;5919;355;24;2;22;40;23/12/2010;31/12/2012;P001
699720;969226949909;250470;234050;2280;240;10;230;10,25;20/04/2010;20/04/2030;H001
699469;969226949909;31350;29971;1083;36;3;33;15,5;29/11/2010;02/12/2013;P001
699917;869208817847;5000;2264;180;36;22;14;18,9;20/04/2009;20/04/2012;P001
702511;369211323703;50600;39883;741;180;85;95;16,9;08/01/2004;08/01/2019;H001
707121;169231187477;5000;4663;468;12;1;11;21,9;12/01/2011;30/01/2012;P001
708332;69231010150;175000;169489;1545;179;10;169;9,5;24/03/2010;05/03/2025;H001
701793;769209723913;20000;12094;1819;12;5;7;16,9;31/08/2010;06/09/2011;P001
713342;869218834724;88775;72272;889;180;56;124;9;01/06/2006;30/06/2021;H001
706279;969223991581;50000;31726;2159;33;15;18;30;11/08/2009;11/08/2012;P001
702345;169216157407;155000;150000;1255;219;16;203;9,5;22/09/2009;17/01/2028;H001
705000;769202745525;192000;172497;1695;179;33;146;9,5;08/04/2008;05/04/2023;H001
705039;769202745525;57252;38553;1467;48;19;29;10,9;09/07/2009;30/07/2013;V001
699106;869129828878;34000;34000;1173;36;0;36;15,5;18/02/2011;18/02/2014;P001
698809;469230443373;8000;6508;292;35;9;26;18,15;05/05/2010;01/05/2013;P001
705561;969232977997;2000;1855;203;11;2;9;21,9;11/12/2010;01/12/2011;P001
704168;769203763283;57420;44063;615;216;83;133;11,5;31/03/2004;31/03/2022;H002
704169;769203763283;14355;11272;944;36;13;23;11,5;31/03/2004;31/03/2022;H002
708183;569209517637;198000;186788;2182;240;48;192;12,5;26/02/2007;28/02/2027;H001
698096;869222865445;35000;8599;1893;23;20;3;25;19/11/2008;04/11/2010;C001
698106;869222865445;25000;7699;2475;12;11;1;38;16/09/2009;16/09/2010;C001
699081;69012007557;162482;146217;1626;180;34;146;9;29/04/2008;30/04/2023;H001
699085;69012007557;40000;29030;992;60;22;38;18;03/04/2009;30/04/2014;P001
704241;369222352292;10060;1395;109;48;34;14;14,9;03/04/2008;30/04/2012;P001
710688;869234811161;7500;7244;375;24;1;23;19,5;14/01/2011;15/01/2013;P001
699389;569233563863;9200;8395;274;48;7;41;20,15;21/07/2010;30/07/2014;P001
704253;669123672872;114000;103538;1154;180;31;149;9,2;09/07/2008;09/07/2023;H001
706019;269211223933;28764;24768;609;59;10;49;9,5;13/03/2010;02/03/2015;V001
700753;969200927807;1700;1299;190;11;7;4;53;21/09/1998;01/09/1999;P001
700478;69212065525;3505;362;93;48;44;4;12,9;26/06/2007;30/06/2011;P001
705257;169216185185;52500;51385;662;180;11;169;13,5;26/03/2010;30/03/2025;H001
713794;269211211321;5500;3652;191;36;14;22;15,99;07/12/2009;17/12/2012;P001
703235;969207955345;3000;0;114;36;8;28;23,87;22/11/2003;20/12/2006;P001
705238;669215642192;34800;14341;924;48;32;16;13;13/06/2008;30/06/2012;P001
700240;569205586926;6800;4596;1179;6;2;4;13,5;25/11/2010;02/06/2011;P001
700696;769232717827;127600;126835;1345;240;5;235;11,75;30/09/2010;30/09/2030;H001
702360;869231890050;7000;4900;255;36;13;23;19,9;11/01/2010;30/01/2013;P001
703552;169219192292;5000;1470;311;17;13;4;25;22/12/2009;08/06/2011;P001
708410;269217280250;23200;23200;1195;24;4;20;23;24/05/2005;24/05/2007;P001
713288;669218651561;171400;142062;1909;180;58;122;11;21/04/2006;21/04/2021;H001
699423;69206043833;15000;10387;782;23;8;15;20,15;13/05/2010;02/05/2012;P001
700608;669218698098;8000;3797;409;23;13;10;18;09/12/2009;03/12/2011;P001
705251;969209971381;7646;5115;324;35;16;19;32;13/10/2009;01/10/2012;P001
705830;169215118938;50000;13866;1050;60;47;13;9,75;27/03/2007;30/03/2012;H001
706660;569216522332;12000;8788;463;32;10;22;16,99;10/12/2009;10/12/2012;P001
706692;569216522332;41000;35219;1352;34;6;28;15;18/06/2010;30/06/2013;P001
710133;569222591441;3050;1069;117;35;29;6;22,9;19/06/2008;15/06/2011;P001
698095;269213232292;4000;1266;154;36;27;9;25;25/11/2008;30/11/2011;P001
699321;869223846756;145000;138133;1327;240;29;211;9,5;19/09/2008;30/09/2028;H001
698861;169205180330;197200;137367;1852;140;27;113;9,9;27/10/2008;05/07/2020;H001
702117;969216944224;19000;18034;487;59;5;54;18,9;24/08/2010;03/08/2015;P001
700472;769220757647;3000;811;214;17;17;0;30;26/02/2007;05/08/2008;P001
710978;869029872282;300000;294916;2567;240;10;230;8,5;29/04/2010;30/04/2030;H001
703264;869205866716;84100;74254;865;180;41;139;9,5;14/09/2007;14/09/2022;H001
704208;969110974804;50000;15780;1148;60;45;15;14;15/05/2007;15/05/2012;P001
697504;569211578268;1000;569;99;11;5;6;16,9;11/08/2010;02/08/2011;P001
714338;569203534934;145000;119442;2196;120;37;83;14;29/01/2008;29/01/2018;C001
705668;769215797517;63800;45008;640;179;80;99;9;13/05/2004;02/05/2019;H001
698892;69203055765;6000;6000;236;35;0;35;23,5;12/01/2011;06/01/2014;P001
708242;769228745175;495900;486814;3630;240;9;231;8,5;17/05/2010;17/05/2030;H001
708257;769228745175;82000;79188;1938;60;3;57;15,5;10/11/2010;10/11/2015;P001
710312;769201757387;34523;22221;736;60;26;34;10,49;22/12/2008;30/12/2013;V001
699641;869208825195;30000;18019;1510;23;11;12;15,9;12/03/2010;01/03/2012;P001
699642;769201757387;39000;34728;904;60;10;50;14,5;29/04/2010;29/04/2015;P001
703896;69118065205;5000;4863;258;23;1;22;17,5;31/12/2010;24/12/2012;P001
697858;69212035785;540000;472395;5835;155;32;123;9;26/05/2008;05/05/2021;H001
700273;669086634674;20445;6397;944;24;17;7;10,45;21/09/2009;21/09/2011;V001
699781;269229219069;5000;2279;182;36;23;13;19,9;25/03/2009;25/03/2012;P001
697849;69212035785;667000;484523;8414;119;44;75;9;22/05/2007;02/05/2017;H001
709863;969224998358;2000;2000;130;18;0;18;21,9;11/02/2011;13/08/2012;P001
705526;169214148158;3000;2598;96;35;7;28;20,15;19/07/2010;01/07/2013;P001
710253;769224763603;1200;994;45;36;11;25;22,9;23/09/2008;30/09/2011;P001
711707;369218321401;5500;3203;157;48;24;24;17;03/02/2009;17/02/2013;P001
713120;69051026186;60529;33524;802;120;64;56;11,5;19/10/2005;30/10/2015;H002
713121;69051026186;14500;8668;1235;20;10;10;11,5;19/10/2005;30/10/2015;H002
711771;469214413783;7000;3838;220;42;22;20;17;07/04/2009;17/10/2012;P001
713865;769208730080;8700;7165;317;36;9;27;19,9;28/05/2010;30/05/2013;P001
701611;769150759709;36500;35186;473;120;7;113;9,79;26/07/2010;30/07/2020;H004
701612;769150759709;12500;12069;991;20;1;19;9,79;26/07/2010;30/07/2020;H004
706177;769219732742;160000;42611;14591;12;9;3;18;27/05/2010;27/05/2011;C001
706179;769219732742;65192;56866;1644;47;7;40;8,99;30/06/2010;02/06/2014;V001
706182;769219732742;203000;193929;3685;84;6;78;13,5;13/08/2010;14/08/2017;C001
712180;969216970570;7000;5398;198;48;14;34;17;17/12/2009;17/12/2013;P001
697898;369214352672;4350;4180;196;36;3;33;40;30/07/2010;30/07/2013;P001
703322;969228968708;74970;73238;778;240;19;221;11,49;01/07/2009;15/07/2029;H003
703323;969228968708;13230;12802;843;40;3;37;11,49;01/07/2009;15/07/2029;H003
700185;469134437697;45000;45000;1334;48;0;48;19,9;02/02/2011;02/02/2015;P001
701880;69215092642;34800;25010;403;180;86;94;11,75;31/12/2003;31/12/2018;H001
704647;369087313493;8000;7995;251;47;1;46;21,9;14/12/2010;05/12/2014;P001
712944;269215203653;58000;51431;603;240;71;169;11,5;07/03/2005;07/03/2025;H001
713616;569216510060;40124;31065;576;120;43;77;12,9;19/07/2007;19/07/2017;H003
713617;569216510060;6974;4985;625;20;7;13;12,9;19/07/2007;19/07/2017;H003
707865;169206194964;95767;82708;1092;143;31;112;9,2;13/06/2008;10/06/2020;H001
707911;169206194964;50000;46277;1164;59;6;53;14,15;19/07/2010;30/07/2015;P001
710539;169232160650;9000;6571;297;36;12;24;11,9;05/02/2010;28/02/2013;P001
712498;269112297517;58000;0;1593;48;44;4;15;11/12/2002;11/12/2006;P001
697501;769017747867;9100;7401;312;36;8;28;14,9;10/06/2010;22/06/2013;P001
708653;669220697127;24000;17568;852;35;11;24;15,9;19/02/2010;02/02/2013;P001
709417;369214321481;13450;12927;405;47;3;44;19,5;21/10/2010;02/10/2014;P001
709679;569202562042;3120;1704;157;24;15;9;20;26/06/2008;30/06/2010;P001
714379;169124118048;2030;774;140;18;16;2;32;16/12/1999;16/06/2001;P001
704661;269221224754;4120;259;262;18;18;0;18,9;02/07/2009;30/01/2011;P001
706012;869200847827;13000;9637;484;35;12;23;20;11/01/2010;04/01/2013;P001
706447;769215714424;3000;2705;112;36;6;30;20,9;14/08/2010;02/09/2013;P001
707775;769012747597;17940;15535;419;60;11;49;14,9;15/03/2010;22/03/2015;P001
712483;369204374814;123250;79588;1390;180;99;81;11,25;05/11/2002;05/11/2017;H001
698071;469215428708;3500;2862;742;5;2;3;19,5;04/12/2010;01/06/2011;P001
698114;169223177817;2000;1140;139;17;8;9;25;18/05/2010;15/11/2011;P001
705306;869087814784;15100;6404;421;48;31;17;15,9;30/07/2008;30/07/2012;P001
700436;369227385245;3500;2071;272;12;6;6;15,5;16/08/2010;31/08/2011;P001
705711;569223519129;5000;2993;250;23;10;13;14,95;18/03/2010;17/03/2012;P001
708104;869214861681;2500;2356;240;12;2;10;25,9;03/12/2010;30/12/2011;P001
713035;669121612802;78300;43587;631;180;66;114;12;10/08/2005;10/08/2020;H001
697935;369201330560;56550;29519;1913;36;19;17;13,9;17/07/2009;17/07/2012;P001
701660;969102978778;30000;28978;1127;35;2;33;19,9;13/11/2010;04/11/2013;P001
710546;369204323373;36246;31741;885;58;10;48;16;26/02/2010;03/02/2015;V001
700092;469223427857;15000;15000;567;29;0;29;19,5;26/01/2011;02/07/2013;P001
700700;569232521881;7000;6553;254;36;3;33;19,5;09/11/2010;11/11/2013;P001
700786;569228596376;1600;1600;162;11;0;11;21,9;19/01/2011;05/01/2012;P001
705596;269109267697;17400;7766;377;48;25;23;16;05/05/2003;16/05/2007;P001
710954;269229250330;10000;5189;508;23;14;9;15,99;23/11/2009;15/11/2011;P001
713777;669216671721;2848;2848;113;47;3;44;41;20/10/2009;01/10/2013;P001
699088;169009170440;47000;23614;1609;35;19;16;12,99;26/06/2009;17/06/2012;P001
701520;969080985495;6311;3392;162;57;32;25;18;04/03/2008;22/03/2013;P001
702919;569142590070;22367;16333;571;59;24;35;19;30/09/2008;01/09/2013;P001
705738;469215447727;100000;94996;2612;48;3;45;12;29/11/2010;01/12/2014;P001
705683;469215447727;113364;100707;1138;179;36;143;9;15/01/2008;03/01/2023;H001
712701;969018915535;55680;20903;342;180;85;95;11,5;07/01/2004;31/01/2019;H002
712702;969018915535;13920;5150;517;30;14;16;11,5;07/01/2004;31/01/2019;H002
698506;569220513223;27000;1232;1242;24;24;0;10;15/09/2008;15/09/2010;P001
699156;569216552152;15000;1057;539;35;35;0;17;28/10/2005;25/10/2008;P001
702966;469207487447;50000;20357;776;36;4;32;14,5;13/10/2010;22/10/2013;P001
713558;769218726316;109704;95052;1224;179;48;131;11;17/01/2007;05/01/2022;H001
713969;469225475275;2000;2000;131;18;0;18;21,9;16/02/2011;31/08/2012;P001
699256;669216620060;8000;6585;292;36;8;28;20,15;19/06/2010;30/06/2013;P001
707945;669236667767;3000;3000;163;24;0;24;30;14/02/2011;15/02/2013;P001
710886;769149789419;11600;1180;403;36;33;3;16;09/05/2008;09/05/2011;P001
711091;769149789419;45000;45000;1089;59;1;58;15,9;22/01/2011;04/01/2016;P001
710946;769149789419;424500;136818;3633;59;15;44;8,75;23/11/2009;30/10/2014;H001
713343;469215466876;133400;109408;1373;180;57;123;9,5;01/06/2006;01/06/2021;H001
713824;169219122922;5810;5405;269;35;8;27;41;22/02/2010;01/02/2013;P001
699676;369214330450;5440;3011;135;60;34;26;17,9;02/04/2008;30/04/2013;P001
698362;469233477887;182772;178202;2421;120;7;113;10,25;12/07/2010;30/07/2020;H001
698364;469233477887;326865;320879;4137;120;6;114;9,15;19/08/2010;31/08/2020;H001
701062;69001009439;17611;14195;367;60;14;46;9,45;16/12/2009;17/12/2014;V001
707068;369213325075;37000;34232;1007;48;5;43;14;10/09/2010;30/09/2014;P001
713061;769211760310;32480;18029;449;120;65;55;11,5;05/09/2005;30/09/2015;H002
713062;769211760310;8120;4869;695;20;10;10;11,5;05/09/2005;30/09/2015;H002
701977;969234900010;54988;54871;642;240;3;237;13,5;08/11/2010;02/12/2030;H001
709278;769003792982;128470;104093;1679;119;33;86;9,9;28/04/2008;18/04/2018;H001
711259;669216624504;22736;22597;424;59;1;58;9,99;17/12/2010;02/12/2015;V001
711913;369230359809;5500;3883;158;48;18;30;17;20/07/2009;17/08/2013;P001
711274;369235332032;27408;27193;571;59;0;59;8,5;04/01/2011;04/01/2016;V001
710604;569220574204;45132;41264;616;59;9;50;7,99;14/05/2010;01/05/2015;V001
703334;169201150570;34633;22095;1148;35;14;21;9,99;13/11/2009;09/11/2012;V001
703444;169229184554;8000;7632;318;32;2;30;19,5;01/12/2010;05/08/2013;P001
