CONTRATO;CODIGO;DESEMBOLSO;SALDO_REAL;MONTO_CUOTA;NUMERO_CUOTAS;CUOTAS_PAGADAS;CUOTAS_PENDIENTES;TASA;FECHA_ALTA;FECHA_VENCIMIENTO;COD_PRODUCTO
710935;769200788228;6500;3258;277;29;16;13;18,9;21/09/2009;02/03/2012;P001
697332;869126856376;14000;8134;521;35;17;18;19,9;13/08/2009;05/08/2012;P001
697890;869213883433;19126;18239;634;59;10;49;35;28/04/2010;01/04/2015;P001
708442;269218278378;650;160;25;36;30;6;22,9;06/08/2008;26/08/2011;P001
710139;469217408238;12600;1565;405;35;31;4;18,9;23/06/2008;17/06/2011;P001
710339;869228852352;37279;26587;911;58;23;35;16;23/02/2009;01/02/2014;V001
710612;569218555435;25067;20902;632;47;8;39;8,99;25/05/2010;05/05/2014;V001
713083;369134318258;69948;46229;881;144;65;79;11,5;21/09/2005;29/09/2017;H002
713084;369134318258;17487;12131;1355;24;10;14;11,5;21/09/2005;29/09/2017;H002
697288;469081432262;14709;13656;584;47;10;37;41,35;14/01/2010;01/01/2014;P001
701194;269213209319;91178;13716;2316;30;25;5;5;23/01/2007;30/07/2011;P001
710190;769201760640;23500;3928;815;36;31;5;15,9;30/07/2008;30/07/2011;P001
713664;69218035925;1100;587;42;35;19;16;22,9;09/06/2009;05/06/2012;P001
702265;769203712482;70006;21849;1454;60;44;16;9,25;12/06/2007;15/06/2012;V001
702302;769203712482;29397;6733;478;48;33;15;9,99;30/05/2008;30/05/2012;V001
702479;769203712482;209525;209525;2100;179;0;179;8,9;28/02/2011;16/02/2026;H001
707616;69200081951;7000;4217;261;36;20;16;22;09/02/2005;05/03/2008;P001
711475;69217084624;5000;1320;157;42;33;9;17;15/05/2008;17/11/2011;P001
710941;369211354094;30060;24281;711;59;16;43;14,99;13/10/2009;01/10/2014;P001
711019;369211354094;10000;8714;369;36;6;30;20,9;05/08/2010;05/08/2013;P001
711392;669214653103;5000;560;145;48;44;4;18;05/06/2007;17/06/2011;P001
701260;869222826496;3609;944;98;36;27;9;9;03/11/2008;15/11/2011;P001
710871;269214238208;395850;354177;3908;180;35;145;8,75;04/03/2008;30/03/2023;H001
698252;69200096046;43523;14033;1051;41;29;12;8,9;23/09/2008;29/02/2012;V001
698135;69207035315;3120;1309;156;24;15;9;18,99;12/11/2009;25/11/2011;P001
699587;769218790590;10000;5868;292;48;24;24;18,9;27/02/2009;28/02/2013;P001
713287;469139405335;109620;5188;2314;60;58;2;10;19/04/2006;24/04/2011;C001
709680;69226001101;5000;4046;193;36;12;24;25;09/09/2008;30/09/2011;P001
713633;869146840930;5200;1619;196;36;27;9;22,9;17/11/2008;30/11/2011;P001
706015;169224118718;8300;1191;249;17;12;5;19,9;22/01/2010;03/07/2011;P001
712752;769089705805;290000;120306;3638;120;82;38;9;29/04/2004;30/04/2014;H001
713954;469205499129;12100;9032;431;36;11;25;17,9;15/02/2010;05/03/2013;P001
697990;569201533093;6000;3944;409;18;11;7;30;13/10/2005;13/04/2007;P001
701506;369121341181;14200;1858;383;47;43;4;12,9;04/07/2007;01/07/2011;P001
703195;69148033433;3000;2588;122;36;7;29;30;12/07/2010;30/07/2013;P001
703692;369222328348;4000;3342;461;10;3;7;30;18/10/2010;19/09/2011;P001
704128;569234573633;7000;6268;307;29;5;24;20,9;17/09/2010;01/03/2013;P001
710379;569229533353;35984;27034;879;58;19;39;16;07/05/2009;04/05/2014;V001
708960;769220797047;120640;115173;1178;240;32;208;10,5;20/06/2008;20/06/2028;H001
711405;369219343153;5000;826;144;48;42;6;18;11/08/2007;17/08/2011;P001
709125;369208320130;20600;12453;698;36;16;20;14;15/10/2009;28/10/2012;P001
710459;69219008088;40165;11278;1937;23;18;5;10,99;31/08/2009;01/08/2011;V001
701541;369221346736;9000;1894;286;35;30;5;19,9;11/08/2008;01/08/2011;P001
705395;969204931481;3500;1728;169;24;17;7;15;11/06/2007;30/06/2009;P001
705988;669200624304;30450;19671;697;60;26;34;13,9;12/12/2008;12/12/2013;P001
708970;569219578908;11565;1539;317;46;41;5;12,9;26/07/2007;26/07/2011;P001
714144;569223541271;66410;51858;929;120;38;82;12,75;19/12/2007;19/12/2017;H001
702041;969222911961;13120;7134;653;24;13;11;18,9;01/02/2010;01/02/2012;P001
703055;169207150770;15000;4597;318;60;46;14;18;21/04/2007;22/04/2012;P001
710556;669209676896;19664;16902;411;59;10;49;8,99;17/03/2010;02/03/2015;V001
713532;969201913303;65627;57575;692;180;50;130;12,9;19/12/2006;31/12/2021;H003
713533;969201913303;11581;9570;873;30;8;22;12,9;19/12/2006;31/12/2021;H003
699280;869212881881;71520;61198;748;179;47;132;9,75;16/02/2007;05/02/2022;H001
707575;269227240320;5000;3022;256;23;14;9;17,99;14/10/2009;02/10/2011;P001
699014;969228948848;2000;1540;186;12;3;9;23;02/11/2010;02/11/2011;P001
700004;869016858488;47000;41053;1055;60;10;50;12,9;08/04/2010;22/04/2015;P001
704593;969067919999;25000;23678;496;59;5;54;13,9;24/09/2010;01/09/2015;P001
711879;169230144654;5750;3941;165;48;19;29;17;24/06/2009;17/07/2013;P001
701091;369210360510;5100;4734;468;12;2;10;18,5;20/12/2010;30/12/2011;P001
704035;369227378008;63800;52649;1183;96;29;67;17;29/09/2008;29/09/2016;C001
712050;69215041991;9750;7910;239;60;16;44;17;02/10/2009;17/10/2014;P001
707831;769223787157;7000;7000;380;23;0;23;23,9;16/02/2011;05/02/2013;P001
710628;369233361001;41777;38748;1020;58;7;51;16;22/06/2010;01/06/2015;V001
712852;969215948108;68440;58409;626;240;76;164;9,5;26/10/2004;26/10/2024;H001
707099;869228858218;60106;59957;701;240;3;237;13,5;23/11/2010;02/12/2030;H001
711618;569225508838;7000;3642;200;48;27;21;17;31/10/2008;17/11/2012;P001
703244;969215980680;33640;15756;465;120;75;45;11,5;12/11/2004;28/11/2014;H002
703245;969215980680;8410;4179;718;20;12;8;11,5;12/11/2004;28/11/2014;H002
706466;469227444254;33000;30285;1349;30;3;27;17,5;15/11/2010;15/05/2013;P001
713350;769142767427;100165;89784;887;240;56;184;9;12/06/2006;30/06/2026;H001
698731;469072474434;3480;2137;332;12;12;0;29;26/12/1997;21/12/1998;P001
704121;869226839469;4000;1529;395;11;7;4;18,15;09/06/2010;05/06/2011;P001
706406;569204581251;26000;15612;866;36;16;20;12,75;22/10/2009;22/10/2012;P001
706830;869210835095;72935;47525;1706;60;26;34;14,99;12/12/2008;12/12/2013;V001
707573;869208841371;31207;25082;667;59;16;43;9,99;08/09/2009;02/09/2014;V001
707592;869208841371;20000;20000;831;35;4;31;30;05/08/2010;02/08/2013;P001
699090;669048655025;4500;1369;243;23;17;6;25;31/08/2009;15/08/2011;P001
702444;469211458338;10000;9604;364;36;2;34;19,5;27/11/2010;02/12/2013;P001
700963;69009084284;362700;320052;4782;120;24;96;10,25;03/02/2009;28/02/2019;H001
700978;69009084284;105892;83857;4081;30;8;22;11,99;04/12/2009;04/12/2012;P001
708004;469231412952;1000;525;92;12;6;6;20,9;20/08/2010;22/08/2011;P001
713840;769218700520;1428;150;154;11;11;0;41;22/03/2010;01/03/2011;P001
701784;769207710200;130000;126370;1488;179;12;167;11,5;23/01/2010;15/01/2025;H001
706028;869229829359;3500;2280;182;23;10;13;20,15;23/04/2010;01/04/2012;P001
710531;869011827067;26873;20731;587;48;13;35;10,49;07/01/2010;18/01/2014;V001
709894;69056064114;30450;21672;493;90;35;55;11;28/03/2008;28/09/2015;H001
713398;269200241991;116000;106056;1097;240;54;186;10;03/08/2006;03/08/2026;H001
708996;269214236176;67599;67599;2098;47;3;44;22;20/08/2010;01/08/2014;P001
709143;769218754684;5000;4053;1050;5;1;4;19;13/01/2011;24/06/2011;P001
709925;869216821491;53150;48687;2458;36;7;29;43;22/12/2009;02/01/2013;C001
711013;169004170330;20000;18446;430;60;7;53;10,9;22/07/2010;30/07/2015;P001
712280;69218021771;7000;5824;200;48;11;37;17;24/02/2010;17/03/2014;P001
701131;469211491331;7000;982;255;36;32;4;19,9;05/06/2008;29/06/2011;P001
704142;469218403053;112500;112500;1150;180;1;179;9,39;19/01/2011;30/01/2026;H004
704143;469218403053;12500;12500;782;30;0;30;9,39;19/01/2011;30/01/2026;H004
709987;969210978838;48120;3581;1212;48;45;3;9,9;11/05/2007;25/05/2011;V001
710324;469228491261;35035;24105;856;58;24;34;16;08/01/2009;01/01/2014;V001
712763;269147282792;130848;112627;1339;240;81;159;11,25;20/05/2004;20/05/2024;H001
700564;269147282792;10440;1719;259;18;11;7;16,9;02/03/2010;05/09/2011;P001
702821;969204990420;12000;8067;497;24;8;16;16;05/06/2010;06/06/2012;P001
714163;769219718928;2805;1522;152;27;16;11;41,35;26/10/2009;01/02/2012;P001
698938;69224071481;45095;8685;1011;40;32;8;12,99;12/06/2008;17/10/2011;V001
706091;369215394874;11263;10317;442;30;3;27;13,5;15/11/2010;20/05/2013;P001
713741;569220583203;4129;3919;191;35;6;29;41;27/07/2009;01/07/2012;P001
702468;969209922062;18350;18350;665;36;1;35;19,5;31/01/2011;31/01/2014;P001
697738;769203757357;10000;10000;343;35;0;35;12,5;08/02/2011;03/02/2014;P001
713510;669037679819;119340;111271;1269;240;51;189;11,9;27/11/2006;30/11/2026;H001
701936;869099803773;3000;2253;109;36;12;24;19,9;24/02/2010;28/02/2013;P001
709277;69203002142;13700;5600;274;59;39;20;14,5;23/10/2007;22/10/2012;P001
710993;469207420360;8250;4418;530;18;9;9;20,15;14/05/2010;14/11/2011;P001
697869;69004023973;867680;838587;8262;240;23;217;10,1;20/03/2009;20/03/2029;H001
702101;769221768478;9100;8800;229;59;7;52;18,15;18/05/2010;15/05/2015;P001
707572;769221716176;7000;4836;193;48;18;30;15,25;12/08/2009;22/08/2013;P001
711811;69215095785;5000;3203;142;48;21;27;17;14/05/2009;17/05/2013;P001
711449;569206507407;7000;248;251;36;35;1;18;28/02/2008;17/03/2011;P001
706512;669223647887;58826;46397;2154;35;9;26;18,5;30/04/2010;30/04/2013;C001
711490;169220149219;5000;2040;142;48;32;16;17;07/06/2008;17/06/2012;P001
711857;169220149219;6000;3962;170;48;20;28;17;13/06/2009;17/06/2013;P001
712398;669086639049;81200;47943;883;180;108;72;10,5;14/02/2002;28/02/2017;H001
699415;369125360200;6300;3322;213;35;22;13;12;05/01/2009;01/01/2012;P001
700855;669216613503;6000;3697;647;8;3;5;19,5;29/10/2010;18/07/2011;P001
702817;169213154574;4000;1700;224;17;10;7;16,25;30/03/2010;06/09/2011;P001
708303;369221322072;7600;3318;222;48;32;16;18,9;21/06/2008;30/06/2012;P001
710249;369203376196;27085;15660;566;59;28;31;8,9;22/09/2008;15/09/2013;V001
709403;169003104764;15548;6924;461;46;29;17;17,9;31/07/2008;31/07/2012;P001
709405;169003104764;116290;106212;1196;180;30;150;9,5;28/08/2008;28/08/2023;H001
710872;69071066106;139635;132376;1059;240;34;206;9;15/04/2008;15/04/2028;H001
700690;769217738898;10000;7205;355;36;12;24;17,9;25/02/2010;25/02/2013;P001
700525;369218357637;41500;36307;1177;48;8;40;17;15/06/2010;15/06/2014;P001
702095;369226343883;13000;11257;304;60;11;49;14,9;19/03/2010;22/03/2015;P001
709694;869204897727;18618;17870;673;59;7;52;41,35;15/07/2010;01/07/2015;P001
707494;469095497307;60900;56385;500;229;41;188;9,95;20/09/2007;01/11/2026;H001
700471;769210702112;128177;95534;1283;156;48;108;9;14/02/2007;29/02/2020;H001
702930;869201833833;40000;9341;1405;27;20;7;16,9;21/05/2009;02/09/2011;P001
697796;69216092312;1000;616;96;12;8;4;30;01/04/2008;01/04/2009;P001
704234;869204841811;28739;8311;731;48;36;12;10,5;14/02/2008;14/02/2012;V001
709395;669208697987;17400;16666;634;36;6;30;20;18/09/2000;30/09/2003;P001
704552;969230987077;1050;440;114;10;8;2;20,15;17/06/2010;26/04/2011;P001
713278;169023199009;513500;331429;6969;120;58;62;11;05/04/2006;05/04/2016;H001
698634;169023199009;76995;25076;1882;48;34;14;8,25;23/04/2008;23/04/2012;V001
704202;269104224854;72790;62373;751;179;46;133;9,5;29/03/2007;25/03/2022;H001
707843;969207978958;66000;45323;925;119;53;66;11,75;14/08/2006;05/08/2016;H001
710135;269104224854;2714;1165;82;45;29;16;17,9;19/06/2008;21/06/2012;P001
709048;469208406946;14500;4350;603;36;31;5;32;30/10/2000;30/10/2003;P001
698001;669216645595;63800;52125;849;120;34;86;10,5;30/04/2008;30/04/2018;H001
702722;569216537417;25338;24609;282;180;14;166;11;12/12/2009;30/12/2024;H001
702723;569216537417;37361;32357;910;59;14;45;16,5;14/12/2009;01/12/2014;P001
703493;969207978958;100961;46745;1845;59;35;24;9,9;13/02/2008;05/02/2013;V001
704075;469144476956;68000;19229;1608;60;47;13;15,5;10/03/2007;25/03/2012;C001
704091;469144476956;18000;1684;855;24;22;2;13,49;03/04/2009;22/04/2011;P001
705687;969218981271;34409;29270;725;60;15;45;9,9;02/07/2008;30/07/2013;V001
711763;369066368968;6250;3901;179;48;22;26;17;01/04/2009;17/04/2013;P001
713063;69102037247;6756;5657;64;240;66;174;10;31/08/2005;29/08/2025;H002
713064;69102037247;1689;1414;98;40;11;29;10;31/08/2005;29/08/2025;H002
700463;269013291111;100000;97796;3452;36;1;35;15,5;11/01/2011;13/01/2014;P001
700464;269013291111;150000;144621;7252;24;1;23;15,5;18/01/2011;18/01/2013;P001
705008;869201844034;10000;4019;344;39;29;10;20;26/07/2008;01/11/2011;P001
707642;569224549899;12000;6186;340;48;27;21;16,9;14/11/2008;30/11/2012;P001
712295;669201696906;323350;0;4072;180;10;170;13,5;11/08/1998;11/08/2013;H001
701419;469212425305;35370;33331;640;60;4;56;10;25/10/2010;30/10/2015;P001
701253;469212425305;150000;141602;1043;240;28;212;7,75;10/10/2008;30/10/2028;H001
710331;369228327697;27070;17767;608;60;25;35;12,99;27/01/2009;30/01/2014;V001
711998;69224080630;7000;4668;221;42;17;25;17;28/08/2009;17/03/2013;P001
713433;269028236756;103850;85776;1039;180;53;127;9;11/09/2006;30/09/2021;H001
698661;869214847257;5900;3665;207;35;16;19;14,75;30/10/2009;01/10/2012;P001
704972;469212486516;109820;102495;1108;239;45;194;11;14/04/2007;10/04/2027;H001
705055;469212486516;34600;29550;770;59;11;48;11,9;11/02/2010;02/02/2015;P001
713798;369112370020;19650;12917;665;36;14;22;13,99;15/12/2009;30/12/2012;P001
698986;69202004014;208800;172331;2620;120;30;90;9;08/08/2008;08/08/2018;H001
706283;169222178338;3700;2005;207;23;12;11;30;21/01/2010;18/01/2012;P001
707982;369229364844;2120;1634;199;12;7;5;25;16/04/2009;30/04/2010;P001
712093;969214966526;7000;5319;200;48;15;33;17;27/10/2009;17/11/2013;P001
714505;869217893643;506291;436206;23955;25;6;19;17;04/06/2009;04/09/2011;C001
702645;369219354884;15000;12545;541;35;7;28;17,15;15/06/2010;02/06/2013;P001
704497;969228945545;100234;99861;1165;179;3;176;11,75;22/10/2010;06/10/2025;H001
704964;69213040890;45000;26750;719;95;49;46;11,75;20/12/2006;05/12/2014;H001
710285;969227903643;34278;22481;837;58;26;32;16;25/11/2008;01/11/2013;V001
711977;569202524584;7000;4682;221;42;17;25;17;21/08/2009;17/03/2013;P001
713712;169205118778;2337;1002;108;35;24;11;41;15/02/2009;01/02/2012;P001
700587;69218055205;10000;5764;250;59;34;25;17,9;03/04/2008;01/04/2013;P001
705169;769227771641;20178;17222;965;36;5;31;46,78;02/12/2009;02/12/2012;C001
706765;269009295575;307800;307800;3228;178;0;178;9,5;07/02/2011;02/02/2026;H001
703858;669229680100;15000;6699;708;24;14;10;12,75;05/12/2009;24/12/2011;P001
703859;669229680100;8300;6438;231;47;13;34;14,75;21/12/2009;20/12/2013;P001
709307;469207461811;87000;82255;1182;119;11;108;10,9;15/02/2010;02/02/2020;H001
709090;469200444984;15030;8104;624;28;15;13;12,75;05/11/2009;26/03/2012;P001
711703;569220569249;7000;4084;200;48;24;24;17;30/01/2009;17/02/2013;P001
703544;569137538148;4120;1678;231;23;15;8;30;16/10/2009;10/10/2011;P001
706798;469214491681;45000;21042;833;96;67;29;16,9;27/07/2005;27/07/2013;H001
704924;469218431351;3500;3035;241;18;3;15;30;17/11/2010;30/05/2012;P001
706864;669216679799;15000;12505;815;24;6;18;30;26/08/2010;27/08/2012;P001
697999;369225387417;4120;3700;216;24;6;18;25;24/03/2008;31/03/2010;P001
697333;969095908548;3750;2413;133;36;16;20;17,99;24/10/2009;30/10/2012;P001
707531;369229316476;3620;703;241;17;14;3;17,99;28/11/2009;21/05/2011;P001
714490;169227194434;40000;31051;3870;12;7;5;32;26/08/2008;26/08/2009;C002
697822;269232201001;106736;105433;970;240;8;232;9,39;04/06/2010;30/06/2030;H004
697823;269232201001;12500;12412;695;40;1;39;9,39;04/06/2010;30/06/2030;H004
701876;969210911481;10000;10000;373;35;0;35;19,5;21/01/2011;06/01/2014;P001
707032;969214993503;22000;18461;616;48;10;38;16,15;16/04/2010;22/04/2014;P001
710474;869230808658;31714;25584;774;58;15;43;16;28/09/2009;03/09/2014;V001
710840;669019673553;34255;29603;765;119;38;81;26,82;27/06/2001;01/06/2011;P001
700757;169209145445;10000;3126;288;48;36;12;18;02/12/2006;02/12/2010;P001
698532;669220679439;29412;26781;964;36;5;31;10,99;06/09/2010;30/09/2013;V001
703247;269204229829;4800;1966;174;37;7;30;21;09/06/2005;20/07/2008;P001
704847;969219978718;6000;398;404;17;16;1;19,9;18/09/2009;02/03/2011;P001
704423;69201072682;34800;17841;481;120;70;50;11,5;28/04/2005;30/04/2015;H002
704424;69201072682;8700;4759;739;20;11;9;11,5;28/04/2005;30/04/2015;H002
713380;869215869359;84902;55629;1065;120;55;65;9;13/07/2006;30/07/2016;H001
713453;569219591671;75108;66601;726;216;52;164;9,75;03/10/2006;30/10/2024;H001
697590;469022486896;5100;2233;465;12;7;5;18,15;20/07/2010;26/07/2011;P001
703000;469204412622;8000;4877;200;59;29;30;17,9;27/08/2008;06/08/2013;P001
707048;469095471001;29466;18947;1330;24;9;15;7,99;31/05/2010;31/05/2012;V001
699087;169004101791;99760;95285;955;180;19;161;11;08/07/2009;25/07/2024;H001
702175;369149318728;14500;10354;386;60;24;36;21,9;09/02/2009;09/02/2014;P001
701100;469090403153;4000;4000;151;35;0;35;20;24/02/2011;20/02/2014;P001
701524;869104883543;3219;3011;175;24;7;17;30;08/04/2008;17/04/2010;P001
701505;869104883543;14800;12922;413;45;13;32;12,9;02/07/2007;02/07/2011;P001
707485;869207873733;11100;10363;557;24;2;22;19,5;15/12/2010;24/12/2012;P001
699517;169206198298;1800;1392;94;23;6;17;20,15;21/07/2010;14/07/2012;P001
698725;869234893063;64364;61003;1646;47;3;44;9,75;29/10/2010;02/10/2014;V001
701580;369202317937;91000;85761;1013;144;16;128;10,49;30/10/2009;30/10/2021;H004
701581;369202317937;10000;9470;752;24;2;22;10,89;30/10/2009;30/10/2021;H004
701406;169215163003;20258;16987;618;30;5;25;5;13/09/2010;01/04/2013;P001
710384;569229539269;34588;25908;845;58;20;38;16;21/05/2009;01/05/2014;V001
698218;969144923803;10000;6981;351;36;14;22;15,99;01/12/2009;30/12/2012;P001
700359;769207788628;435000;434524;5078;119;1;118;7;21/12/2010;15/12/2020;H001
705348;169204144134;52200;26686;756;120;76;44;12,75;18/10/2004;30/10/2014;H001
705377;169204144134;6000;6000;0;1;0;1;18,25;24/09/2010;30/09/2011;C001
705383;169204144134;20500;19959;579;47;2;45;15,5;24/11/2010;05/11/2014;P001
707365;669042623873;5000;5000;510;11;0;11;22,5;12/02/2011;07/02/2012;P001
700349;269233225275;14500;12589;763;24;4;20;25;20/10/2010;30/10/2012;P001
702264;269213209219;90579;29919;1881;60;44;16;9,25;22/06/2007;30/06/2012;V001
709441;569107586296;48607;28720;1529;47;25;22;23;05/01/2009;01/01/2013;P001
699808;969220989959;46200;45164;1291;48;2;46;15,5;07/12/2010;30/12/2014;P001
711876;769133712102;7000;4800;201;48;19;29;17;23/06/2009;17/07/2013;P001
707280;69221014624;1500;575;101;17;11;6;19,9;09/02/2010;05/08/2011;P001
705690;569227508938;27359;17608;571;59;27;32;8,9;10/10/2008;03/10/2013;V001
713492;69215070790;58232;50669;708;180;51;129;12,75;09/11/2006;20/11/2021;H001
711500;569214545305;7000;3026;200;48;31;17;17;30/06/2008;17/07/2012;P001
697715;869029828628;7500;4287;353;24;11;13;12,5;03/03/2010;03/03/2012;P001
709908;769202747717;88450;72030;1493;84;22;62;10,9;30/04/2009;30/04/2016;H001
707940;869235839409;10000;9842;350;36;1;35;16;13/01/2011;30/01/2014;P001
709080;269217218408;40000;20854;927;59;33;26;13,9;28/04/2008;20/04/2013;P001
710063;469219468988;14906;4478;482;36;25;11;10,49;26/03/2008;26/03/2011;V001
698953;69230099189;12870;9350;649;23;7;16;16,15;07/06/2010;02/06/2012;P001
708873;369200346476;2500;2070;146;17;4;13;21,9;06/10/2010;02/04/2012;P001
710489;369134319069;41876;13485;359;60;15;45;9,99;05/11/2009;05/11/2014;V001
699566;669211695195;435000;203992;5440;92;48;44;9;14/02/2007;30/10/2014;H001
704343;769232712742;7000;6246;252;36;5;31;18,9;13/09/2010;16/09/2013;P001
704893;269143219509;149750;146888;1461;240;15;225;10,49;19/11/2009;30/11/2029;H004
704894;269143219509;10000;9815;614;40;2;38;10,89;19/11/2009;30/11/2029;H004
704907;269143219509;63570;59524;1331;60;6;54;9,49;18/08/2010;31/08/2015;V001
705415;469217486066;31738;27746;664;59;9;50;8,99;29/04/2010;02/04/2015;V001
707599;669233676826;78610;78767;919;179;3;176;11,75;29/10/2010;27/10/2025;H001
697563;469221459459;15000;11053;620;36;15;21;30;11/11/2009;30/11/2012;P001
702324;969227937247;60000;49743;1005;96;26;70;13,5;23/12/2008;30/12/2016;H001
713068;269217218968;44126;34020;501;180;65;115;11,5;05/09/2005;30/09/2020;H002
713069;269217218968;10962;8656;775;30;10;20;11,5;05/09/2005;30/09/2020;H002
712152;69210076166;7000;5436;200;48;14;34;17;01/12/2009;17/12/2013;P001
710090;69058040350;78706;11003;1427;39;32;7;10,99;19/05/2008;05/09/2011;V001
708852;569223525115;86304;81301;812;239;37;202;9,9;04/01/2008;01/01/2028;H001
713226;69058040350;174000;82978;1589;125;59;66;9;23/02/2006;05/08/2016;H001
698389;669222622382;5000;2683;124;60;34;26;17,9;25/04/2008;25/04/2013;P001
699462;669208690570;6816;5548;271;47;16;31;41,35;22/10/2009;01/10/2013;P001
702425;269232295965;5800;5315;209;36;5;31;18,9;24/09/2010;30/09/2013;P001
702053;169213154344;30000;28749;1093;36;2;34;19,9;09/12/2010;09/12/2013;P001
711105;669143648628;8500;8500;274;36;0;36;10;23/02/2011;28/02/2014;P001
702469;269234230500;21200;21200;656;47;0;47;20,9;08/02/2011;02/02/2015;P001
701110;669219627097;2550;1033;96;36;24;12;22,9;07/02/2009;29/02/2012;P001
704459;869225870680;160000;145001;1825;170;27;143;11,5;20/11/2008;31/01/2023;H001
710011;669115682542;40745;14030;910;58;41;17;14;19/09/2007;19/07/2012;V001
711015;369005300500;75200;69396;1682;59;6;53;12,15;27/07/2010;02/07/2015;P001
711764;369223342022;7000;3847;220;42;22;20;17;02/04/2009;17/10/2012;P001
699982;69207026136;26122;25748;480;59;2;57;9,25;29/11/2010;26/11/2015;V001
701334;369022388028;10000;3920;274;28;15;13;10;10/11/2009;15/03/2012;P001
707194;69200064744;7000;1964;285;36;13;23;30;03/12/2004;10/12/2007;P001
709222;269220266856;3000;2777;278;12;1;11;21,9;05/01/2011;05/01/2012;P001
709130;869012867737;12385;7666;599;24;10;14;15,5;27/04/2010;28/04/2012;P001
710656;569095580200;34800;15872;502;180;139;41;16,5;07/07/1999;07/07/2014;H001
699702;169218188848;73600;73600;710;240;0;240;10,3;24/02/2011;24/02/2031;H001
708178;869201870000;11600;9225;625;24;14;10;29;26/02/1998;26/02/2000;P001
708278;569202559359;2000;1225;136;18;5;13;30;30/04/2003;30/10/2004;P001
709866;869113811381;4420;3228;0;18;9;9;22;04/05/2004;16/12/2005;P001
710087;969222938408;30098;16740;735;58;32;26;16;14/05/2008;01/05/2013;V001
713421;869209863853;77050;65699;893;179;54;125;11,75;28/08/2006;01/08/2021;H001
699884;569216519139;14000;6310;467;24;9;15;17,15;06/05/2010;06/05/2012;P001
700969;69222081091;318600;309130;2821;240;18;222;9;06/08/2009;30/08/2029;H001
703630;169204173673;25000;24757;718;48;1;47;17,5;14/01/2011;26/01/2015;P001
705271;769200732342;47000;42944;890;60;7;53;12;26/07/2010;30/07/2015;P001
710917;69229022062;27376;13288;897;36;20;16;11,5;15/06/2009;30/06/2012;V001
699013;169205163833;66700;54384;3225;24;5;19;15,5;24/09/2010;24/09/2012;P001
708958;669212615755;118900;105244;1240;180;39;141;9,75;05/11/2007;05/11/2022;H001
710180;569226552362;32515;19187;794;58;30;28;16;22/07/2008;01/07/2013;V001
710734;469228407237;31320;19852;536;59;24;35;6,9;26/01/2009;03/01/2014;V001
710290;69228099849;51954;30952;827;60;27;33;10,49;26/11/2008;26/11/2013;V001
698626;769221789599;23200;14871;273;120;40;80;12,75;18/10/2007;18/10/2017;H001
711545;169227160440;7000;2626;221;42;29;13;17;22/08/2008;17/03/2012;P001
698870;869222805065;6000;2478;294;24;15;9;16,99;23/11/2009;24/11/2011;P001
697625;369205395015;7603;7603;297;35;0;35;24;18/02/2011;03/02/2014;P001
708868;269215245205;12470;9466;471;36;11;25;23;26/03/2010;26/03/2013;P001
700592;869219867997;6000;996;205;35;31;4;13;15/07/2008;01/07/2011;P001
701852;569212590180;35000;25459;719;59;20;39;16;29/05/2009;26/05/2014;P001
701868;569212590180;25000;22087;728;36;5;31;13,9;14/09/2010;26/09/2013;P001
712893;169200170720;165880;143356;1484;239;73;166;8,87;09/12/2004;04/12/2024;H001
712602;169208194264;156600;64064;1509;142;91;51;9;16/06/2003;02/05/2015;H001
712606;669150645285;68440;53569;690;240;92;148;11;18/06/2003;30/06/2023;H002
712607;669150645285;17110;13537;1061;40;15;25;11;18/06/2003;30/06/2023;H002
698028;469215445385;10075;1443;494;24;21;3;17;25/05/2009;29/05/2011;P001
704995;569205552842;15950;592;603;36;36;0;23;19/02/2008;28/02/2011;P001
704973;569205552842;73710;65119;855;179;45;134;11,75;24/05/2007;01/05/2022;H001
710956;669222652082;12250;8315;435;35;13;22;15,99;09/12/2009;02/12/2012;P001
706371;969206923003;16000;3050;525;36;30;6;11,5;19/08/2008;22/08/2011;P001
707722;69146009659;12500;4936;268;59;41;18;18;29/08/2007;22/08/2012;P001
712496;69212068188;60552;46029;629;240;99;141;11,5;27/11/2002;30/11/2022;H002
712497;69212068188;15138;11661;966;40;16;24;11,5;27/11/2002;30/11/2022;H002
705185;169212179779;3000;3000;208;17;0;17;21,9;10/01/2011;09/07/2012;P001
699592;469205490020;6000;2788;203;36;21;15;13,75;28/05/2009;30/05/2012;P001
699803;769221749369;3000;2811;151;24;4;20;18,9;15/09/2010;02/10/2012;P001
710667;169005127537;19500;17676;648;36;4;32;12,5;20/10/2010;21/10/2013;P001
699694;369228374744;7300;6678;270;35;4;31;18,9;22/09/2010;02/09/2013;P001
699847;469049404824;75320;57398;1052;120;43;77;11,75;09/07/2007;09/07/2017;H001
703986;469229474414;59272;41223;2110;36;13;23;18;25/01/2010;25/01/2013;C001
703998;469229474414;97884;96545;1077;169;5;164;10,23;16/09/2010;16/10/2024;H001
701116;169228136966;2300;2055;85;36;5;31;20,9;02/09/2010;02/09/2013;P001
708358;69220061481;2000;1651;103;24;8;16;23,15;11/06/2010;30/06/2012;P001
712422;769206726726;87325;33570;1066;143;106;37;10,9;16/04/2002;16/03/2014;H001
